,Mean Coeff,σ Coeff
L_TA2_ROI-PALLIDUM_RIGHT,0.0245961319298573,0.036253173593677794
R_PSL_ROI-L_a24pr_ROI,-0.024557163858662148,0.057019433360499146
L_47s_ROI-L_V3CD_ROI,0.024491031082253863,0.039576960892923285
R_STSda_ROI-L_47m_ROI,-0.024487667015087988,0.035816523673850006
R_p9-46v_ROI-PUTAMEN_RIGHT,-0.024460825742227587,0.03700144843822744
L_PEF_ROI-L_i6-8_ROI,-0.024436352341228772,0.05014840188985496
R_PEF_ROI-L_PF_ROI,-0.02437806194201514,0.03209951081062206
R_p9-46v_ROI-R_Pir_ROI,-0.024243793028068474,0.03927819095609648
L_TPOJ1_ROI-L_TE1m_ROI,-0.0242227788536585,0.05116812455245204
L_s32_ROI-PALLIDUM_LEFT,0.02410057483077216,0.05042982543854538
L_V3CD_ROI-L_TE1m_ROI,-0.024099034385999463,0.042826349269094885
R_PFop_ROI-L_TE1m_ROI,0.024088449304758,0.040103582074310154
R_7AL_ROI-L_PCV_ROI,0.024027643671768635,0.03754301759625213
L_9-46d_ROI-L_Pir_ROI,-0.023963722291527524,0.0251074327857003
R_Ig_ROI-L_p47r_ROI,-0.02394775258002829,0.0340276415683749
R_LIPv_ROI-R_PFop_ROI,-0.023890359725026226,0.05444480934455758
L_p32pr_ROI-L_10r_ROI,-0.023846415187158774,0.029958426375690485
R_p24pr_ROI-L_PH_ROI,0.023796652597634825,0.04021514822072902
L_47s_ROI-L_AAIC_ROI,0.023764203341513086,0.03738276149565592
L_23d_ROI-L_TE2a_ROI,-0.023647220245487224,0.018935494303024266
R_VMV1_ROI-L_p47r_ROI,0.0236130051760271,0.04945469573111934
R_d32_ROI-L_TE1m_ROI,0.02340237534972325,0.04128256515352732
L_a24pr_ROI-L_FOP1_ROI,0.023302912220970824,0.029829989378944016
L_24dd_ROI-L_a10p_ROI,-0.023286566086243087,0.02903182059746358
L_H_ROI-L_25_ROI,0.023215442615163638,0.030832512665045185
L_a24pr_ROI-L_8Ad_ROI,-0.02286397586262365,0.052370790032517094
L_s32_ROI-AMYGDALA_RIGHT,0.022855160388173253,0.019851151978062455
L_7AL_ROI-L_VIP_ROI,0.022797836393934248,0.024264170268138645
R_55b_ROI-R_OFC_ROI,-0.022686835867909136,0.025334238358951686
L_PEF_ROI-L_6a_ROI,-0.022591084137453712,0.05731650544071365
R_PFop_ROI-R_VMV3_ROI,0.022581130199005924,0.02792602416126186
L_PF_ROI-L_FOP5_ROI,-0.02256926593863926,0.032853801597139444
R_STV_ROI-R_47s_ROI,0.0224360412704949,0.057072925738435844
L_p24pr_ROI-PUTAMEN_RIGHT,-0.022409310883521712,0.03574757531177352
L_PoI2_ROI-L_TE1a_ROI,0.022199671386963712,0.05803938211171233
R_POS2_ROI-L_TF_ROI,-0.022186215785543865,0.04699646650510192
R_8BL_ROI-R_FOP5_ROI,-0.022154066477412776,0.02921030204389395
R_FOP3_ROI-L_V8_ROI,0.022102282875487454,0.03702283533552287
R_10v_ROI-R_s32_ROI,-0.022062554038879127,0.02312469994495774
R_RSC_ROI-R_TGv_ROI,-0.022038020753001535,0.019714178994016812
R_FOP1_ROI-R_STSvp_ROI,0.02155340781543285,0.035957935675766585
R_10v_ROI-L_p10p_ROI,0.021377944992516523,0.03185374531967386
L_FEF_ROI-L_s32_ROI,-0.02136556840852716,0.027952686726542563
L_PF_ROI-L_TE1m_ROI,-0.021285230773229576,0.03857962270294992
L_EC_ROI-L_PFop_ROI,0.021261633401836014,0.03691619614109256
L_V7_ROI-L_a24pr_ROI,0.021171521501683124,0.031325239853372835
R_25_ROI-L_pOFC_ROI,-0.02116097041704159,0.03645363860686672
R_STSda_ROI-L_TGd_ROI,-0.02111042149528174,0.02057184091501053
